latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
-17.716,-39.967,317.8,1.1,1,2015-11-30, 01:10,T,94,5.0       ,293.8,21.8
-16.127,-40.909,312.3,1.1,1.1,2015-11-30, 01:10,T,78,5.0       ,291.5,18.2
-15.276,-41.796,306,1.2,1.1,2015-11-30, 01:15,T,40,5.0       ,291.1,12.4
-13.723,-39.906,308.3,1,1,2015-11-30, 01:15,T,60,5.0       ,290,13
-12.6,-40.939,313.7,1.1,1,2015-11-30, 01:15,T,83,5.0       ,294.2,17.2
-12.049,-40.824,321.8,1,1,2015-11-30, 01:15,T,100,5.0       ,294.2,26.7
-12.051,-40.834,309.4,1,1,2015-11-30, 01:15,T,66,5.0       ,293.2,12.4
-10.685,-37.075,309.7,1.2,1.1,2015-11-30, 01:15,T,67,5.0       ,294.1,16.1
-10.686,-37.086,313,1.2,1.1,2015-11-30, 01:15,T,80,5.0       ,294.1,20.7
-9.071,-35.296,324.6,1.7,1.3,2015-11-30, 01:15,T,100,5.0       ,295.3,61.8
-7.81,-35.028,305.3,1.9,1.3,2015-11-30, 01:15,T,26,5.0       ,292.5,22.2
-7.894,-38.038,324.5,1.2,1.1,2015-11-30, 01:15,T,100,5.0       ,299.5,31.1
-7.896,-38.049,315.4,1.2,1.1,2015-11-30, 01:15,T,88,5.0       ,298.8,17.6
-7.883,-38.029,309.5,1.2,1.1,2015-11-30, 01:15,T,66,5.0       ,298.3,10.7
-7.885,-38.04,315.4,1.2,1.1,2015-11-30, 01:15,T,88,5.0       ,298.8,18
-6.917,-35.113,324.3,1.9,1.3,2015-11-30, 01:15,T,100,5.0       ,292,77.5
-6.92,-35.13,314,1.9,1.3,2015-11-30, 01:15,T,84,5.0       ,290.5,46
-7.337,-38.229,310,1.2,1.1,2015-11-30, 01:15,T,69,5.0       ,299.3,11.5
-6.979,-38.693,329.4,1.1,1,2015-11-30, 01:15,T,100,5.0       ,300.8,37.1
-6.981,-38.702,315.4,1.1,1,2015-11-30, 01:15,T,88,5.0       ,299.7,16.5
-5.249,-37.512,322.9,1.4,1.2,2015-11-30, 01:15,T,100,5.0       ,297.6,38.2
-6.013,-43.124,308.3,1.1,1.1,2015-11-30, 01:15,T,60,5.0       ,298.1,9.7
-5.759,-42.041,318.4,1,1,2015-11-30, 01:15,T,96,5.0       ,299.8,19
-5.894,-43.563,316.8,1.2,1.1,2015-11-30, 01:15,T,92,5.0       ,296.1,24.3
-5.892,-43.569,314.1,1.2,1.1,2015-11-30, 01:15,T,84,5.0       ,296,20.2
-5.525,-41.11,316.9,1,1,2015-11-30, 01:15,T,92,5.0       ,296.1,18.4
-5.527,-41.118,321.3,1,1,2015-11-30, 01:15,T,100,5.0       ,295.6,23
-5.518,-41.12,307.4,1,1,2015-11-30, 01:15,T,54,5.0       ,295.3,9.2
-5.953,-45.385,307.4,1.6,1.2,2015-11-30, 01:15,T,54,5.0       ,295.4,17.7
-5.402,-43.701,323.1,1.2,1.1,2015-11-30, 01:15,T,100,5.0       ,298.2,33.7
-5.403,-43.712,328.6,1.2,1.1,2015-11-30, 01:15,T,100,5.0       ,299,43.5
-5.392,-43.703,308.1,1.2,1.1,2015-11-30, 01:15,T,59,5.0       ,296.6,12.5
-5.394,-43.713,340.2,1.2,1.1,2015-11-30, 01:15,T,100,5.0       ,298.6,68.9
-5.395,-43.724,314.8,1.2,1.1,2015-11-30, 01:15,T,86,5.0       ,295.6,21.5
-5.266,-43.247,309.6,1.1,1.1,2015-11-30, 01:15,T,67,5.0       ,296.7,12.7
-5.135,-42.382,319.4,1,1,2015-11-30, 01:15,T,98,5.0       ,299.7,20.1
-5.281,-43.422,310.2,1.2,1.1,2015-11-30, 01:15,T,46,5.0       ,297.8,10.8
-5.283,-43.433,320.5,1.2,1.1,2015-11-30, 01:15,T,100,5.0       ,298.4,24.8
-5.272,-43.424,316.4,1.2,1.1,2015-11-30, 01:15,T,91,5.0       ,297.8,19.5
-5.184,-43.316,324.3,1.1,1.1,2015-11-30, 01:15,T,100,5.0       ,298.4,31.3
-5.186,-43.327,311.3,1.1,1.1,2015-11-30, 01:15,T,74,5.0       ,297.9,13.2
-5.409,-46.023,307.3,1.7,1.3,2015-11-30, 01:15,T,53,5.0       ,295.3,17.2
-5.401,-46.03,306.3,1.7,1.3,2015-11-30, 01:15,T,44,5.0       ,294.8,14.8
-5.092,-45.097,310.6,1.5,1.2,2015-11-30, 01:15,T,71,5.0       ,296.2,16.4
-5.093,-45.11,318.3,1.5,1.2,2015-11-30, 01:15,T,96,5.0       ,296.3,30.9
-4.965,-44.159,307.8,1.3,1.1,2015-11-30, 01:15,T,57,5.0       ,296.8,9.9
-5.088,-45.103,320.7,1.5,1.2,2015-11-30, 01:15,T,100,5.0       ,296.4,36.3
-4.992,-45.07,311,1.4,1.2,2015-11-30, 01:15,T,73,5.0       ,295.9,17.7
-5.152,-46.659,306.4,1.9,1.4,2015-11-30, 01:15,T,24,5.0       ,295.3,16.3
-5.527,-49.505,306.3,3.3,1.7,2015-11-30, 01:15,T,43,5.0       ,291.8,46.6
-5.14,-46.661,307.1,1.9,1.4,2015-11-30, 01:15,T,46,5.0       ,295.1,18.4
-5.142,-46.678,305.6,1.9,1.4,2015-11-30, 01:15,T,14,5.0       ,295.1,15.1
-4.963,-45.763,316.5,1.6,1.3,2015-11-30, 01:15,T,91,5.0       ,296.3,33.9
-4.485,-42.921,309.1,1.1,1,2015-11-30, 01:15,T,64,5.0       ,298.6,8.7
-4.79,-45.097,305.6,1.4,1.2,2015-11-30, 01:15,T,34,5.0       ,295.5,9.5
-4.492,-43.384,314.4,1.1,1.1,2015-11-30, 01:15,T,85,5.0       ,298.4,15.1
-4.487,-43.381,312.1,1.1,1.1,2015-11-30, 01:15,T,78,5.0       ,298.4,12.8
-4.493,-43.421,310.9,1.1,1.1,2015-11-30, 01:15,T,73,5.0       ,298.3,11.3
-4.791,-45.681,310.6,1.6,1.2,2015-11-30, 01:15,T,71,5.0       ,295.1,21.2
-4.793,-45.695,320.3,1.6,1.2,2015-11-30, 01:15,T,100,5.0       ,295.2,42.5
-4.78,-45.683,312.4,1.6,1.2,2015-11-30, 01:15,T,79,5.0       ,295,24.9
-4.782,-45.697,319.2,1.6,1.2,2015-11-30, 01:15,T,98,5.0       ,294.8,40
-4.516,-43.865,335.6,1.2,1.1,2015-11-30, 01:15,T,100,5.0       ,298.5,54
-4.844,-46.236,307.2,1.8,1.3,2015-11-30, 01:15,T,16,5.0       ,295.5,15.6
-3.447,-43.895,305.7,1.2,1.1,2015-11-30, 01:15,T,35,5.0       ,295.2,8
-3.812,-46.629,310.6,1.8,1.3,2015-11-30, 01:15,T,71,5.0       ,294.7,25.4
-3.112,-41.733,310,1,1,2015-11-30, 01:15,T,69,5.0       ,296.5,10.7
-3.832,-46.95,308.7,1.9,1.4,2015-11-30, 01:15,T,57,5.0       ,294.8,20.1
-3.834,-46.967,326.4,1.9,1.4,2015-11-30, 01:15,T,100,5.0       ,296.1,72.3
-3.837,-46.984,314,1.9,1.4,2015-11-30, 01:15,T,84,5.0       ,295.4,33.1
-3.822,-46.969,319.7,1.9,1.4,2015-11-30, 01:15,T,99,5.0       ,295.3,47.8
-3.824,-46.986,315.6,1.9,1.4,2015-11-30, 01:15,T,83,5.0       ,295,36.3
-3.81,-46.97,308.9,1.9,1.4,2015-11-30, 01:15,T,31,5.0       ,294.9,19.1
-3.798,-46.972,306.9,1.9,1.4,2015-11-30, 01:15,T,22,5.0       ,294.7,15.7
-3.806,-46.977,307.2,1.9,1.4,2015-11-30, 01:15,T,13,5.0       ,294.8,15.8
-3.759,-47.178,313.2,2,1.4,2015-11-30, 01:15,T,81,5.0       ,295.8,33.8
-3.747,-47.18,312.3,2,1.4,2015-11-30, 01:15,T,78,5.0       ,295.7,30.5
-3.749,-47.198,312.9,2,1.4,2015-11-30, 01:15,T,80,5.0       ,295.6,32.5
-3.85,-47.944,307.5,2.3,1.5,2015-11-30, 01:15,T,55,5.0       ,294,31
-3.715,-47.131,305.7,2,1.4,2015-11-30, 01:15,T,13,5.0       ,294.7,14.8
-3.718,-47.148,311.5,2,1.4,2015-11-30, 01:15,T,75,5.0       ,295.3,28.6
-3.744,-47.187,315.3,2,1.4,2015-11-30, 01:15,T,88,5.0       ,295.8,38.6
-3.747,-47.205,306,2,1.4,2015-11-30, 01:15,T,2,5.0       ,295.1,14.9
-3.853,-47.95,307.5,2.3,1.5,2015-11-30, 01:15,T,55,5.0       ,294,29.3
-3.712,-47.138,314.7,2,1.4,2015-11-30, 01:15,T,86,5.0       ,295.3,38.5
-2.962,-42.234,308.6,1,1,2015-11-30, 01:15,T,61,5.0       ,296.9,9.2
-3.448,-45.741,327.9,1.5,1.2,2015-11-30, 01:15,T,100,5.0       ,295,57
-3.437,-45.743,329.4,1.5,1.2,2015-11-30, 01:15,T,100,5.0       ,294.9,61.3
-3.693,-47.647,307,2.2,1.4,2015-11-30, 01:15,T,46,5.0       ,294.2,24
