latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
-11.159,-43.906,308.1,2.5,1.5,2015-10-15, 01:00,T,59,5.0       ,294.6,31.6
-11.082,-44.624,337,2.9,1.6,2015-10-15, 01:00,T,100,5.0       ,296.4,209.7
-11.085,-44.651,337.4,2.9,1.6,2015-10-15, 01:00,T,100,5.0       ,296.9,214.9
-11.068,-44.626,307,2.9,1.6,2015-10-15, 01:00,T,31,5.0       ,295.3,34.1
-11.071,-44.652,307.4,2.9,1.6,2015-10-15, 01:00,T,34,5.0       ,295.8,35.8
-11.081,-44.629,347.2,2.9,1.6,2015-10-15, 01:00,T,100,5.0       ,297.2,302.2
-11.084,-44.656,327.8,2.9,1.6,2015-10-15, 01:00,T,100,5.0       ,296.5,146
-11.067,-44.631,308.1,2.9,1.6,2015-10-15, 01:00,T,58,5.0       ,295.4,41.5
-10.88,-43.908,308.2,2.5,1.5,2015-10-15, 01:00,T,59,5.0       ,295.6,29.4
-10.887,-43.914,306.8,2.5,1.5,2015-10-15, 01:00,T,48,5.0       ,295.7,26.4
-10.905,-44.174,310.9,2.6,1.6,2015-10-15, 01:00,T,73,5.0       ,296.9,39.2
-10.908,-44.198,317,2.7,1.6,2015-10-15, 01:00,T,92,5.0       ,297.1,66
-10.894,-44.2,309.1,2.7,1.6,2015-10-15, 01:00,T,64,5.0       ,296.3,34.2
-10.712,-44.56,308.3,2.8,1.6,2015-10-15, 01:00,T,60,5.0       ,294.8,41.1
-10.71,-44.565,306.1,2.8,1.6,2015-10-15, 01:00,T,41,5.0       ,294.7,32.7
-10.51,-44.656,306.3,2.8,1.6,2015-10-15, 01:00,T,15,5.0       ,293.2,39.9
-10.365,-44.451,310.8,2.7,1.6,2015-10-15, 01:00,T,72,5.0       ,295.6,42.9
-10.27,-44.418,309,2.7,1.6,2015-10-15, 01:00,T,64,5.0       ,295.3,36.4
-10.241,-44.684,309.8,2.8,1.6,2015-10-15, 01:00,T,68,5.0       ,290.7,48
-10.185,-44.585,318.4,2.8,1.6,2015-10-15, 01:00,T,96,5.0       ,296.7,75.6
-10.188,-44.612,328.9,2.8,1.6,2015-10-15, 01:00,T,100,5.0       ,297.6,141.4
-10.182,-44.591,320.7,2.8,1.6,2015-10-15, 01:00,T,100,5.0       ,296.9,87.7
-10.186,-44.618,317.3,2.8,1.6,2015-10-15, 01:00,T,81,5.0       ,297,78.1
-9.607,-40.553,313.6,1.4,1.2,2015-10-15, 01:00,T,83,5.0       ,294.3,21.2
-20.458,-42.006,307.3,2.5,1.5,2015-10-15, 01:00,T,53,5.0       ,291.4,47.1
-19.7,-43.003,307.5,2.9,1.6,2015-10-15, 01:00,T,54,5.0       ,292.3,51.7
-19.208,-42.869,314.4,2.8,1.6,2015-10-15, 01:00,T,85,5.0       ,293.1,73.6
-19.205,-42.874,311.7,2.8,1.6,2015-10-15, 01:00,T,76,5.0       ,292.8,64.3
-19.009,-42.54,306.9,2.6,1.5,2015-10-15, 01:00,T,49,5.0       ,292.1,43.9
-18.904,-42.865,332.5,2.7,1.6,2015-10-15, 01:00,T,100,5.0       ,292.9,182.6
-18.907,-42.893,335.1,2.7,1.6,2015-10-15, 01:00,T,100,5.0       ,293,200.9
-18.357,-42.967,305.2,2.7,1.6,2015-10-15, 01:00,T,21,5.0       ,291.4,42.1
-18.348,-44.092,306.1,3.3,1.7,2015-10-15, 01:00,T,41,5.0       ,296.1,41.8
-18.353,-44.099,306.3,3.3,1.7,2015-10-15, 01:00,T,44,5.0       ,296.1,42.9
-17.612,-41.578,306.3,2.1,1.4,2015-10-15, 01:00,T,44,5.0       ,294,24.2
-17.869,-44.997,306.2,3.8,1.8,2015-10-15, 01:00,T,42,5.0       ,292.9,60
-17.515,-41.755,323.7,2.1,1.4,2015-10-15, 01:00,T,100,5.0       ,293.1,89.2
-16.013,-40.585,316,1.7,1.3,2015-10-15, 01:00,T,90,5.0       ,291.7,40.1
-15.956,-40.679,307.1,1.7,1.3,2015-10-15, 01:00,T,51,5.0       ,292,21.4
-15.9,-41.7,314.6,2,1.4,2015-10-15, 01:00,T,86,5.0       ,292.4,51.5
-15.898,-41.706,320.7,2,1.4,2015-10-15, 01:00,T,100,5.0       ,292.4,71.4
-14.814,-46.63,305.6,4.6,2,2015-10-15, 01:00,T,23,5.0       ,295.2,78.4
-13.317,-47.104,306.1,4.8,2,2015-10-15, 01:00,T,41,5.0       ,295.6,65.4
-11.374,-44.413,311.8,2.8,1.6,2015-10-15, 01:00,T,76,5.0       ,295.7,50.5
-11.377,-44.439,325.1,2.8,1.6,2015-10-15, 01:00,T,100,5.0       ,296.1,120.7
-11.166,-43.901,309.1,2.5,1.5,2015-10-15, 01:00,T,64,5.0       ,294.8,33.6
-9.609,-40.566,327.1,1.4,1.2,2015-10-15, 01:00,T,100,5.0       ,294.5,46.7
-10,-44.205,307.4,2.6,1.5,2015-10-15, 01:00,T,42,5.0       ,294.5,33.4
-9.933,-44.003,309.6,2.5,1.5,2015-10-15, 01:00,T,55,5.0       ,294.4,32.5
-9.919,-44.005,313.5,2.5,1.5,2015-10-15, 01:00,T,20,5.0       ,294.5,41.4
-9.922,-44.027,317.7,2.5,1.5,2015-10-15, 01:00,T,59,5.0       ,295,58.3
-9.909,-44.029,317.8,2.5,1.5,2015-10-15, 01:00,T,75,5.0       ,295.1,58.9
-9.923,-43.987,312.9,2.5,1.5,2015-10-15, 01:00,T,40,5.0       ,294.5,40.5
-9.926,-44.009,317.3,2.5,1.5,2015-10-15, 01:00,T,93,5.0       ,294.9,59.8
-9.912,-44.011,311.1,2.5,1.5,2015-10-15, 01:00,T,36,5.0       ,294.6,34.1
-9.915,-44.033,312.4,2.5,1.5,2015-10-15, 01:00,T,51,5.0       ,294.9,39.3
-9.899,-44.013,312.4,2.5,1.5,2015-10-15, 01:00,T,26,5.0       ,294.7,38.6
-9.901,-44.035,314.7,2.5,1.5,2015-10-15, 01:00,T,52,5.0       ,294.8,47.6
-9.882,-43.992,310.4,2.5,1.5,2015-10-15, 01:00,T,17,5.0       ,294.4,31.7
-9.885,-44.014,308.7,2.5,1.5,2015-10-15, 01:00,T,14,5.0       ,294.5,27.2
