/home/wbeirigo/Clima/weather/proj
IT001;IT01S;1;
IT001 ZF;IT01ZF;1;
VIR75;VIR75S;1;
VIR70;VIR70S;1;
VIR60 ZF;VIR60ZF;1;
VIR60 F;VIR60F;1;
VIR60;VIR60S;1;
VIR50 ZF;VIR50ZF;1;
VIR50;VIR50S;1;
VIR50 F;VIR50F;1;
VIR40 ZF;VIR40ZF;1;
VIR20;VIR20S;1;
VIR20 ZF;VIR20ZF;1;
VIR20 S;VIR20S;1;
VIR105;VIR105S;1;
VIR30;VIR30S;1;
VIR30 S;VIR30S;1;
VIR30 ZF;VIR30ZF;1;
VIR105;VIR105S;1;
VIR40 F;VIR40F;1;
VIR40;VIR40S;1;
VIR95;VIR95S;1;
VIR09;VIR09S;1;
VIR06;VIR06;1;
MM001;MM01;1;
MM002;MM02S;1;
JG10 IVL S;JG010S;1;
JG10 IVL F;JG010F;1;
JG10 IVL 1/2ZF;JG010ZF;1;
JG20 IVL F;JG020F;1;
JG20 IVL S;JG020S;1;
JG30 IL F;JG030F;1;
JG30 IL S;JG030S;1;
JG30 IL 1/2 ZF;JG030ZF;1;
JG40 L S;JG040S;1;
JG40  F;JG040F;1;
JG40 ZF;JG040ZF;1;
JG50 IL S;JG050S;1;
JG50 IL F;JG050F;1;
JG50 IL F;JG050F;1;
JG60 IL;JG060;1;
SS30 IL;SS30;1;
SS240 IL S;SS240S;1;
SS110 L;SS110;1;
SS10 IVL;SS10;1;
SS20 L S;SS20;1;
SS160 L;SS160;1;
JG20 IVL 1/2;JG020S;1;
SS120 L S;SS120S;1;
SS120 L 1/2ZF;SS120ZF;1;
SS120 L F;SS120F;1;
SS100 L F;SS100F;1;
SS100 L S;SS100S;1;
SS100 L 1/2 ZF;SS100ZF;1;
SS70 IVL F;SS70F;1;
SS70 IVL S;SS70S;1;
SS70 IVL ZF;SS70ZF;1;
